,CD161int 1,CD161neg 2,CD161hi 1,CD161neg 1,CD161hiCD56pos 3,CD161hi 3,CD161hi 2,CD161int 3,CD161hiCD56pos 2,CD161neg 3,CD161hiCD56pos 1,CD161int 2
57528,23,3,31,53,53,54,68,3,97,37,14,43
153768,189,12,6,63,0,100,24,5,15,125,8,10
643226,1,0,0,0,0,0,1,0,1,0,7,0
153769,1,5,1,1,2,8,0,2,3,4,1,1
153770,0,0,0,0,0,2,0,0,0,2,0,2
51520,2890,2602,1253,2512,1773,3117,3452,1116,4705,3349,1602,2640
54439,2207,2371,1751,3076,2039,4553,2444,2202,3366,2472,3002,2145
5459,0,0,0,0,0,0,0,0,0,0,0,0
10915,1174,1191,2159,2625,1453,2294,3240,2445,4161,3362,1022,558
134391,0,0,0,0,0,1,0,0,0,0,0,0
5521,47,211,515,142,374,151,441,105,1325,528,370,135
100874361,0,0,0,0,0,0,0,0,0,0,0,0
202374,1,2,0,7,6,4,1,1,8,5,5,2
1809,0,0,4,0,2,2,1,1,4,0,3,0
153469,1,1,0,0,0,2,3,0,2,0,0,0
9832,13,5,71,45,14,43,4,17,2,275,7,2
6690,0,0,0,0,0,0,0,1,0,1,0,0
117156,0,0,0,0,0,0,1,0,0,0,0,0
389336,1,3,5,5,1,1,1,1,8,8,9,3
11005,3,4,3,2,4,9,1,3,3,3,1,4
408187,0,0,0,0,0,1,0,0,0,0,0,1
404203,0,0,0,0,3,0,0,0,2,0,0,2
105378220,0,0,1,0,0,1,0,0,0,0,0,0
102546294,50,9,3,0,3,0,9,26,33,72,0,98
153218,3,1,0,0,0,0,0,1,1,1,0,0
84651,0,0,3,0,0,0,0,0,0,0,0,0
643394,3,0,0,0,0,0,0,1,0,0,0,0
81545,497,105,347,631,238,920,815,426,611,592,242,675
3360,0,3,2,4,2,5,0,0,3,4,2,2
154,10,59,458,384,532,38,494,272,412,20,1037,7
79628,20,17,10,8,13,23,13,14,18,19,9,10
693169,0,0,0,0,0,0,0,0,0,0,0,0
255187,1,0,0,0,0,1,0,1,0,0,0,0
22885,0,0,0,0,0,0,1,1,3,7,2,0
134265,0,0,0,1,2,9,0,2,3,18,3,3
134266,840,411,511,649,356,837,522,217,557,1626,452,749
78991,6,17,204,74,45,117,472,0,325,124,186,125
27190,0,0,0,0,0,0,1,0,0,0,3,0
728264,0,0,0,0,0,0,0,0,2,0,0,0
406935,0,0,0,0,0,0,0,0,0,0,0,0
406937,0,0,0,0,0,0,0,0,0,0,0,0
1452,1745,2138,2364,2699,1955,2169,3557,2891,2470,6696,1920,2307
389337,194,259,239,397,396,936,488,49,647,388,1140,387
133522,3,3,2,62,68,7,8,3,1,0,4,3
494327,0,0,0,0,0,1,0,0,0,0,0,0
5145,7,1,0,18,2,6,8,0,32,9,9,8
644762,92,58,74,108,44,136,40,83,90,211,63,81
1836,20,40,43,14,472,46,669,238,177,152,440,154
81789,0,3,0,1,7,74,114,51,99,1,188,75
22993,111,197,268,186,79,303,251,239,83,213,245,312
1436,1,0,0,2,0,1,0,0,0,0,0,0
5159,0,0,0,0,0,0,1,0,0,0,0,0
1044,0,0,0,2,0,0,1,0,0,0,0,0
6534,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,1,0,1,1,0,2,1,0
340075,0,0,0,0,0,0,0,0,0,0,2,0
6949,319,46,242,235,48,190,419,83,1,535,112,89
972,6869,3993,8344,15503,9150,9815,5348,12821,6090,37257,5534,2993
6208,47920,36641,34126,62503,51312,72206,53775,55305,58369,130134,36067,45542
102546298,0,0,0,0,0,0,0,0,0,0,0,0
3340,1,0,0,0,0,1,0,0,2,2,1,2
11346,0,0,0,0,0,4,0,2,0,4,1,0
91977,1,0,0,2,0,2,0,0,0,3,1,2
55696,2199,2102,1576,1486,2239,4062,2777,1479,3074,4326,2823,2583
51164,229,733,357,383,501,1075,586,122,482,707,664,1774
85027,92,85,1694,597,1969,1064,729,927,1585,1495,1134,89
345611,32,39,112,83,167,140,142,12,58,27,79,9
91975,104,1,19,47,182,4,170,62,4,5,4,12
134466,5,0,0,0,8,0,4,2,1,2,4,2
2878,0,1,0,0,3,0,1,119,0,0,0,0
10318,381,244,772,613,723,902,1204,846,1019,905,792,285
309,278,7,449,191,178,503,314,136,64,331,283,197
26112,327,159,447,341,15,284,303,60,152,516,97,190
2760,8,40,12,76,8,496,0,61,0,1,283,51
285641,3,1,3,0,2,6,4,2,1,0,1,6
153201,2,0,0,1,2,2,1,0,1,2,4,1
206358,104,1,5,92,20,122,52,2,167,205,62,2
2196,0,1,17,2,0,2,2,2,0,0,0,3
102465246,0,0,0,0,0,0,0,0,0,0,0,0
6678,1,6,7,3,6,2,0,5,109,0,1,2
101927096,0,0,2,0,0,0,0,0,0,0,0,0
475,1223,412,668,1156,1245,1010,630,962,738,1205,888,404
100652758,0,0,0,103,94,117,35,0,0,1,0,0
10146,3435,3571,2985,4784,4536,4824,4943,3832,4301,5942,3040,3209
2741,11,4,2,29,0,0,5,24,11,42,0,16
101927115,0,0,0,0,0,0,0,0,0,0,2,2
56923,0,3,0,0,3,2,0,0,8,0,3,1
101927134,1,0,0,4,0,1,3,3,0,1,0,3
2890,3,1,1,1,1,6,7,2,0,0,3,4
10827,176,290,367,320,127,583,309,194,418,119,199,199
4238,115,27,344,290,205,588,537,477,2,659,210,176
55568,458,163,416,230,409,690,686,281,232,116,360,289
100302181,0,0,4,0,0,0,0,0,0,0,1,0
386627,28,4,17,1,14,41,43,21,58,19,43,31
79685,142,160,88,1,108,128,316,236,68,306,29,64
9421,2,0,0,0,0,3,0,0,0,0,0,0
100422950,0,0,0,0,0,0,0,0,0,0,0,0
23367,183,101,231,176,495,183,115,270,197,77,108,53
100302284,0,0,0,0,0,0,0,0,0,0,0,0
10826,8,2,68,2,5,7,9,2,6,8,6,7
100616306,0,0,0,0,0,0,0,0,3,0,0,0
9337,1082,1257,1859,2198,1335,854,1514,3548,2578,4281,1755,753
25929,19,26,21,95,2,111,205,194,113,523,62,82
29093,6969,3922,3060,5825,8522,9979,4041,5639,6936,11090,5335,5649
285643,0,2,2,1,3,2,0,0,0,2,1,1
6444,6,9,3,5,0,8,1,1,8,2,5,10
153743,977,262,992,1279,849,1035,1072,1358,620,2163,514,627
91937,28,115,28,2,4,1,72,0,1,9,5,1
26762,31,2,2,126,0,95,81,0,169,8,2,47
84868,242,1,38,206,40,21,199,120,247,121,299,75
9443,1479,749,174,1611,1048,1301,283,652,1221,2155,699,435
153745,1,0,0,0,0,0,1,0,0,0,0,0
3702,12212,4691,5050,8350,5354,8206,5409,6699,5041,15956,3972,7180
26999,1660,766,782,1345,1422,1388,919,1347,1000,2229,991,792
408263,39,25,0,8,1,240,0,0,0,0,0,127
102724404,0,13,0,0,2,34,0,25,0,0,4,2
348938,0,6,4,1,0,19,22,2,0,0,0,0
8728,418,130,959,119,1237,454,493,294,523,426,703,258
11063,65,0,2,61,46,114,4,84,6,0,27,34
100190949,0,0,0,18,2,0,0,3,1,0,0,0
54974,1288,893,819,751,1834,1770,737,940,1611,1243,1954,481
134353,5,7,54,5,4,4,8,72,26,5,9,6
9685,3304,2521,3462,3633,1796,4262,2576,2147,5077,4274,2903,3089
101927697,2,3,0,0,0,7,3,2,5,6,0,0
1879,6,3,3,5,3,12,1,2,0,1,2,2
101927740,2,2,0,1,0,2,0,2,1,0,2,0
153830,3124,1238,2264,3392,2738,2823,1812,2979,2164,5478,1958,1954
134510,636,112,390,688,195,2212,360,419,593,997,569,124
3593,2,1,1,0,1,0,0,0,1,1,0,3
285626,5,0,1,0,2,3,0,0,0,1,0,0
285627,2,0,0,0,3,2,0,0,1,0,1,3
101927766,1,1,0,2,0,12,0,6,5,2,0,3
147,2,0,0,1,15,0,3,1,2,0,2,0
7265,2629,1332,1197,2208,2098,3282,2099,2621,2969,3125,1476,1240
114825,549,345,587,566,365,440,654,316,640,373,187,516
2172,0,0,0,0,0,0,0,0,0,0,0,0
79616,1,2,3,0,1,0,0,0,0,1,1,2
114898,0,0,0,3,1,2,0,1,0,0,2,5
63920,0,0,4,0,0,5,0,8,0,4,1,4
10569,5987,2790,3248,4199,6190,7069,3459,4693,5512,6833,3375,4242
9232,5877,4410,1555,6481,5190,7925,3706,5344,6686,11265,4004,4580
100422938,0,0,0,0,0,0,0,0,0,1,0,0
406938,0,0,0,0,0,0,0,0,0,0,0,2
23120,5,1,0,2,3,10,27,6,2,0,1,7
285629,0,0,2,0,0,0,0,0,0,0,0,1
2561,13,10,13,3,2,13,6,12,2,8,3,8
2559,4,1,0,0,0,5,0,2,0,4,1,1
2554,2,2,5,6,1,1,3,2,2,1,2,0
104326188,0,1,0,0,0,0,1,0,5,0,2,0
2566,6,0,3,4,0,5,0,4,8,6,1,4
900,2559,445,318,1579,742,743,929,1134,1101,2238,960,330
134492,901,1151,720,1690,1751,1680,1011,1467,1436,2044,904,866
3161,1,4,30,106,1,126,1,2,130,1,22,0
101927813,0,0,0,0,0,0,0,1,0,0,0,0
27430,4006,1999,2432,3598,4101,8429,2631,4060,3307,7485,2678,3406
101927835,0,0,0,1,2,2,0,0,1,0,3,2
102546299,0,0,0,0,1,0,2,0,0,0,1,0
102557615,0,0,0,0,0,0,0,0,1,0,0,0
57451,3,7,6,6,6,7,2,1,8,6,2,4
101927908,0,0,0,0,0,0,1,3,0,0,0,3
101927862,0,0,0,0,0,0,0,0,0,0,0,0
23286,35,0,0,3,1,4,1,3,2,3,0,2
5917,2643,524,1245,1266,1282,1987,1121,1431,1507,2557,1124,791
345630,0,0,0,0,0,0,1,0,0,0,0,0
79646,122,187,337,294,294,631,434,143,892,102,289,43
406895,0,0,0,0,0,0,3,0,0,0,0,0
100302238,0,0,0,0,0,0,0,0,0,0,0,0
6586,2,1,1,0,0,6,1,2,1,3,7,1
101927969,1,0,0,0,0,0,0,0,4,3,0,0
407001,0,0,0,0,0,0,0,0,0,0,0,0
728095,0,0,1,0,0,0,0,0,1,0,0,0
693170,0,0,0,1,0,0,0,0,0,0,0,1
54908,19,151,156,212,215,380,76,445,376,403,59,313
1794,1164,1473,1287,2345,909,1786,852,974,2014,1774,856,1131
100131897,3,0,0,7,5,217,267,3,0,81,14,42
100616498,0,0,0,0,0,0,0,0,0,0,0,0
2299,0,0,2,0,0,0,0,0,0,0,1,0
100507267,0,1,0,0,0,0,0,1,0,0,0,1
133874,0,0,6,0,0,2,0,0,0,0,4,0
3937,1200,608,1203,1225,1490,1603,1532,805,1624,2089,1007,1128
257358,38,35,2,19,37,63,16,26,176,65,76,43
30820,0,0,0,0,2,1,0,0,0,5,0,0
3779,1,1,0,0,0,0,0,0,0,0,1,0
101928033,0,0,2,0,0,0,0,0,0,0,0,0
105377716,0,0,0,0,0,2,0,1,0,0,0,0
2568,6,0,1,3,5,7,3,1,10,2,7,5
64901,3,7,8,3,5,21,2,2,9,5,11,10
30012,0,0,0,0,0,0,0,0,0,0,0,0
100500831,0,0,0,0,0,0,0,0,0,0,0,0
4869,29054,17739,12902,23783,24796,35447,19767,22117,28045,42248,21228,21247
8817,64,0,43,83,15,68,44,0,0,24,55,72
644994,2,3,0,0,1,0,0,0,0,0,0,0
23291,789,215,419,591,584,687,430,324,262,1131,931,799
6793,283,53,436,325,208,240,823,258,187,874,152,52
285588,0,0,0,0,0,0,0,0,0,0,0,0
92181,159,22,299,45,55,267,25,100,138,177,154,0
100288254,0,0,1,7,3,2,2,4,2,1,8,2
285590,0,1,4,1,0,3,0,2,0,0,3,0
54492,3,0,4,1,0,2,0,2,0,0,1,0
100847029,0,0,0,0,0,0,0,0,0,0,0,0
101928093,53,69,76,48,85,114,183,76,616,49,30,43
1843,9365,6811,15117,16420,12419,13208,29014,11469,27450,27079,16117,9170
57222,49,220,27,106,60,51,189,66,105,394,79,54
51121,1256,463,347,692,1341,1238,645,1049,554,1874,1018,507
100268168,3,2,1,2,0,0,1,3,2,0,0,0
8992,20570,9700,8955,14373,13703,21140,8328,16512,11186,29014,11679,11760
677841,0,0,0,0,0,0,0,0,0,38,0,0
153222,4897,5810,3182,6408,4246,8432,5360,5636,5250,9242,4329,6146
662,538,390,471,452,156,657,143,384,1020,747,1283,381
1482,0,0,0,0,0,0,0,1,0,0,0,0
8614,0,1,0,0,0,0,0,0,0,0,0,0
102465862,0,0,0,0,0,0,0,0,1,0,0,0
285593,0,0,0,0,0,0,0,0,0,1,0,1
91272,64,324,584,195,182,298,404,497,72,434,242,139
101928136,0,0,0,0,1,0,0,0,0,0,1,0
101928154,0,0,0,0,0,0,0,0,0,3,2,0
80315,477,138,474,484,1129,402,1068,364,579,2188,1161,708
133491,4,0,0,0,0,9,0,1,2,0,3,1
51617,4,0,0,0,0,0,1,0,0,0,0,1
101928176,0,0,1,0,0,2,2,2,2,0,0,0
4488,1,2,3,0,0,0,8,3,9,2,0,0
100616202,0,0,0,0,0,0,0,0,0,0,0,0
441116,3,1,0,2,0,2,0,0,2,0,1,0
1812,2,1,0,0,1,1,0,0,0,0,0,0
94081,4084,1315,1959,4785,2585,3805,1601,3947,2424,5785,1411,1181
3274,362,178,43,374,0,79,17,302,0,717,2,139
10814,1,0,0,0,0,0,0,0,0,1,0,2
84321,333,235,208,1397,201,717,623,1657,136,2552,434,306
105377746,2,316,1,16,3,0,1,20,1,39,0,0
100996385,0,0,1,1,0,0,0,0,0,1,4,1
202134,10,34,0,0,2,3,1,0,2,15,3,0
100507387,3,0,1,31,5,1,57,1,0,112,0,23
643201,2,2,2,3,5,2,0,0,0,1,4,2
375484,132,25,19,158,0,63,244,3,26,203,51,8
57179,808,657,710,1624,662,659,1367,875,416,2082,925,724
285598,1,3,80,41,0,61,1,0,2,0,17,1
100302203,0,0,0,0,0,0,0,0,0,0,0,0
51491,5164,3167,3325,3732,3703,5642,5252,4652,6609,9159,3701,2657
192286,4342,2829,2374,4010,4708,6281,3344,4086,4263,7701,3740,2567
1212,1063,511,456,651,711,1217,820,934,1298,2524,933,827
23197,918,299,272,389,374,1360,357,753,599,405,764,586
22838,788,207,234,529,219,304,699,196,302,336,382,261
54825,0,0,0,1,0,1,0,0,0,1,0,0
114787,0,0,0,0,0,42,0,0,0,0,0,0
6620,0,0,0,0,0,0,0,0,0,0,0,0
100422962,0,0,0,0,0,0,0,0,0,0,0,0
253314,0,0,0,0,0,0,0,0,0,3,0,0
26262,0,12,60,93,5,0,73,43,66,18,5,68
102577424,0,0,0,0,0,0,0,0,0,0,0,0
90249,0,0,0,0,0,0,0,2,3,0,3,4
3101,0,0,0,0,0,0,0,0,1,0,0,0
51720,450,212,322,393,443,685,391,315,556,1333,586,230
23567,13,40,0,71,41,58,87,219,79,6,1,4
2264,4,1,2,1,0,0,1,1,3,4,0,0
101928726,13,1,0,2,0,0,4,1,3,7,2,1
64324,728,1040,774,726,599,1103,1016,586,539,1414,508,1500
53917,207,0,20,69,16,0,107,262,358,347,28,152
27166,946,258,494,565,351,696,573,825,876,1662,349,352
83463,13,21,7,46,0,35,28,13,21,0,0,0
10960,1223,1491,1619,2136,2386,2360,1740,2743,2020,4058,1403,2103
10636,543,20,542,231,541,388,391,533,612,776,209,184
6569,1,2,0,44,0,9,0,0,0,1,37,0
345456,0,0,0,0,0,0,0,0,0,1,0,0
2161,0,0,8,144,67,107,79,37,4,101,79,72
2870,394,443,325,128,48,234,425,124,56,108,252,152
340037,0,0,1,1,0,1,0,1,0,0,0,0
80758,215,214,307,522,291,452,402,414,731,564,292,231
1627,0,0,0,0,1,0,43,1,0,0,0,0
9260,12,1,47,37,203,110,1,115,143,0,2,2
79930,0,0,0,47,0,0,0,97,0,0,0,0
51428,67,85,85,88,138,164,71,57,276,380,9,54
54540,49,40,164,207,159,1,110,37,404,167,239,143
54732,44,219,687,371,737,340,633,423,874,1824,79,157
11285,104,69,202,71,0,206,144,90,0,25,100,371
202181,43,4,11,42,0,1,20,1,2,77,3,4
285596,13,45,0,5,3,4,4,5,5,35,4,1
728554,337,225,193,1428,175,740,688,1680,137,2546,422,335
5626,0,0,0,0,1,0,0,0,0,0,0,1
105377772,0,0,0,0,0,0,0,0,0,0,0,3
653316,12,14,1,2,3,3,9,1,0,50,1,1
23138,1,1,20,0,1,0,19,1,0,0,4,3
64777,83,59,16,105,0,34,50,96,96,95,0,10
55651,3582,1314,1263,2267,2706,3467,2778,2499,4054,5040,1936,2167
64396,51,6,1,32,8,57,16,2,39,19,26,3
3182,596,351,764,1456,732,715,1357,735,1513,1507,686,1055
85007,79,10,202,139,400,690,176,168,282,713,44,53
91522,0,0,0,1,1,1,0,0,0,0,0,0
57396,4365,3329,4289,6973,5748,10773,3609,4609,6140,12061,4236,4938
102724657,0,0,1,2,0,1,0,0,1,0,6,2
6940,154,71,299,554,251,732,578,415,920,342,242,207
729522,0,1,0,0,0,3,0,2,0,0,0,1
117608,458,67,20,278,26,69,216,321,350,405,271,247
80108,4,0,7,0,4,12,0,0,0,0,5,14
285676,2,1,2,2,2,2,0,0,3,0,1,3
2916,0,0,3,0,2,3,1,1,1,0,9,0
345462,72,65,28,7,12,0,116,66,0,0,0,71
30832,227,192,162,220,106,233,249,159,274,305,181,70
9509,1,61,1,1,0,1,0,2,0,3,0,0
80230,198,86,358,410,202,813,239,225,281,493,306,322
101928445,122,0,0,0,36,1,6,1,50,28,7,0
3187,57184,45918,33562,59618,76075,78978,71195,63706,69057,136021,47308,41468
285679,0,2,0,0,0,0,0,0,1,5,0,0
646019,0,0,0,1,0,0,0,0,0,0,1,0
821,2640,1814,2601,2574,2496,3560,3109,2383,3941,2614,2284,1547
9794,422,156,212,260,403,151,437,306,518,1764,116,82
4056,59,2,114,0,40,72,31,33,42,152,29,14
11282,175,69,90,81,5,7,159,30,75,333,2,44
100302156,0,0,0,0,0,0,0,0,0,0,0,0
8878,2147,1457,3733,2758,3622,3247,6911,2664,5442,4087,4286,1855
51149,5,1,1,95,29,48,46,28,16,147,48,86
23061,122,155,160,466,283,100,197,0,234,135,49,183
55819,62,41,99,175,244,178,472,247,70,1296,66,145
442908,2,0,0,0,0,0,0,0,0,0,0,4
255426,0,0,0,0,0,0,0,0,0,0,0,1
5601,0,193,179,104,328,166,130,378,536,259,198,94
9945,70,21,1043,656,1859,1307,2192,44,5956,427,2489,469
57472,282,280,307,621,774,404,661,465,419,690,292,65
92304,100,0,0,138,0,0,0,0,0,8,0,0
2324,44,93,0,1,0,0,69,1,0,0,0,1
134083,0,1,0,0,0,0,0,0,0,0,0,0
4245,211,246,57,222,248,151,386,118,169,110,254,336
100859930,81,29,55,17,46,134,155,106,39,244,18,12
729678,94,1,133,138,32,259,13,1,1,1,0,5
643836,405,68,145,419,3,283,189,122,156,169,337,234
79908,0,0,0,2,1,0,1,2,1,3,0,5
10917,5,0,0,0,2,0,0,0,1,0,0,0
153579,0,0,0,1,0,0,0,1,0,0,1,1
102465882,0,0,0,0,0,0,0,0,0,0,0,0
7240,0,0,0,0,0,0,1,1,1,0,0,0
100189362,0,0,0,0,0,0,0,0,0,0,0,0
100189273,0,0,0,0,0,0,0,0,0,0,0,0
791232,0,0,0,0,0,0,1,1,1,0,0,0
26693,5,2,2,3,0,2,2,1,5,1,3,0
285659,0,0,0,0,0,0,0,0,0,0,2,0
100188990,0,0,1,3,2,4,2,0,4,2,6,0
7241,0,0,1,3,2,4,2,0,4,2,7,0
100189541,0,0,0,0,1,0,1,1,1,0,0,0
100189004,0,0,0,0,0,0,0,0,0,0,0,0
100189328,0,0,0,1,0,0,0,0,1,1,0,0
100188992,2,0,0,1,0,1,0,0,0,0,0,18
7219,1,0,0,0,0,0,0,0,0,0,1,0
102577426,1,13,6,0,0,9,10,22,22,2,9,15
7236,0,0,0,0,0,0,0,0,0,0,0,0
81786,174,106,65,38,166,198,154,138,198,102,190,153
100189280,11,0,4,4,16,8,10,8,60,12,8,1
100189399,54,144,103,56,147,79,542,19,516,154,71,384
7239,11,3,1,18,2,4,13,1,3,2,40,1
790966,1,2,0,1,8,2,9,0,42,6,2,9
100049614,1,0,0,0,0,0,2,1,3,1,0,8
100616342,18,0,0,0,0,4,13,3,30,48,0,22
90933,43,1,109,77,8,23,83,96,107,32,91,74
10399,9760,6600,8098,10919,7892,13431,11616,9984,10832,26919,7357,7552
619571,0,0,0,0,12,3,5,0,0,43,0,2
619570,0,0,11,14,11,2,13,0,26,1,8,4
101928649,22,0,0,0,0,95,0,0,0,0,0,0
84851,1,7,32,225,141,436,252,178,184,174,13,330
100507602,305,69,154,455,703,393,391,548,630,828,322,188
100132062,75,6,26,48,10,2,61,29,33,129,45,2
26683,4,9,0,16,3,4,7,0,7,17,1,0
441123,9,2,0,6,3,4,0,9,0,14,4,11
285766,0,3,0,0,4,0,23,0,0,0,0,0
56940,18,147,183,87,416,1293,326,90,280,313,176,305
105375104,0,0,0,2,10,6,0,6,0,0,0,0
3662,1233,433,511,1622,1708,1360,954,585,530,2125,601,400
55770,1348,411,388,1081,1374,1398,1321,904,1632,1113,1109,801
105374874,14,0,43,2,2,1,3,0,1,78,0,0
135458,39,0,6,0,0,0,40,0,0,0,0,0
101927691,0,0,0,0,3,2,0,0,2,2,0,0
101927353,1,0,1,3,0,1,0,1,0,0,0,0
285768,1,0,1,4,0,6,0,0,3,1,2,0
94234,0,1,0,0,0,0,0,0,1,0,0,0
2295,1,0,0,0,0,0,0,0,0,0,0,0
102466720,0,0,0,0,0,0,0,0,0,0,0,0
101927703,1,0,0,0,0,0,0,0,0,4,0,0
2296,0,75,0,0,0,0,0,0,0,0,0,0
2762,22,157,318,439,144,177,329,38,337,475,146,202
100508120,81,8,11,4,166,28,81,0,174,134,2,5
154386,0,0,0,0,0,0,0,0,1,0,0,2
340156,7,2,4,0,6,1,14,2,50,0,5,6
56897,110,180,296,174,121,166,205,131,16,45,81,86
1992,1248,1033,1431,2211,1749,2867,1829,1497,3701,3256,1787,1637
100616285,0,0,0,0,0,0,0,0,3,0,1,0
221756,0,0,130,85,152,5,187,43,0,0,194,114
101927730,78,0,22,1,28,44,38,0,38,76,78,4
5272,10143,5471,9071,7541,20389,19258,9957,13150,12017,18261,11722,4171
5269,85,208,295,1,37,627,282,213,649,1205,231,154
401232,589,195,188,37,105,32,681,115,712,28,203,22
4835,97,46,244,433,404,148,312,337,105,390,247,87
401233,117,1,19,67,118,93,180,49,159,71,3,203
101927759,0,0,0,0,1,3,0,0,0,0,0,2
8737,566,264,548,489,718,813,596,763,622,1262,490,381
670,185,2,50,167,0,24,98,94,16,101,83,165
7280,624,853,934,935,733,1575,2241,1730,1883,2474,997,1105
100507194,0,0,0,0,2,0,0,0,0,0,1,0
347733,311,430,578,569,463,877,1273,1073,1171,1490,468,583
389362,739,330,556,386,387,1101,415,478,662,1230,637,331
63027,0,27,11,25,0,0,0,62,0,49,9,0
221749,1,0,0,0,0,2,0,0,0,0,0,0
26240,62,1,55,2,0,99,97,0,0,0,14,0
8899,8344,4470,4673,6882,5172,6165,6471,4819,7188,9186,5449,6193
222826,1,0,1,4,0,0,0,5,0,2,2,1
404220,39,1,3,0,12,3,0,1,0,9,0,16
10455,1258,616,501,629,864,1693,869,1528,2672,2083,1292,1684
100507506,0,0,0,112,0,0,5,0,0,0,1,9
102724096,0,0,0,0,0,0,0,0,0,0,0,0
497048,0,0,1,0,0,2,0,0,6,0,2,2
9425,273,27,198,357,45,19,485,25,302,176,64,100
10799,1058,205,392,535,991,1012,617,559,592,1062,59,314
100129461,0,0,5,35,36,19,10,2,0,1,3,0
57128,554,744,240,351,393,111,107,578,732,1208,172,151
648791,0,0,0,0,1,2,0,0,0,0,0,0
100500900,0,0,0,0,0,0,0,0,0,0,0,0
10667,235,37,308,215,335,389,143,196,487,378,154,257
101927972,0,0,0,0,1,0,0,0,0,2,0,0
101927950,0,2,12,0,0,0,1,0,0,0,1,0
51299,2,0,0,0,0,0,0,0,1,0,0,0
2162,0,2,3,3,1,0,0,3,3,0,3,3
102466866,0,0,0,0,0,0,0,0,0,0,0,0
100847034,0,0,0,0,0,0,0,0,0,0,0,0
285780,7,0,1,0,0,7,42,3,3,2,1,4
9450,0,61,0,3,127,80,0,133,1,0,0,112
6239,461,241,350,194,310,376,445,357,190,634,213,238
6745,5033,2210,3325,3624,3402,5692,3409,3135,5158,4370,3369,3204
285782,46,45,82,127,69,104,59,26,149,16,45,104
83732,1500,1374,1751,2893,2063,2848,2917,1705,3559,2207,1389,2073
1832,1,3,2,6,2,5,0,0,2,4,9,2
154007,811,45,144,310,473,188,570,668,609,475,562,183
654,0,0,1,0,0,0,2,0,0,0,1,0
100526836,0,0,0,0,0,0,0,0,0,0,0,0
81567,0,0,3,0,0,0,0,0,11,10,0,6
105374908,0,0,0,0,0,0,0,0,0,0,0,0
206426,3,1,0,1,0,3,3,1,1,0,0,0
100526837,0,0,0,0,0,0,0,0,0,0,0,0
63915,0,0,19,0,2,0,0,0,0,0,0,0
9521,990,121,263,469,468,935,116,232,815,677,429,107
100124533,0,0,0,0,0,0,0,0,0,43,0,2
51000,349,55,202,558,5,875,244,635,507,767,417,428
100506207,1,2,0,4,0,2,24,5,86,7,0,4
728655,0,0,0,0,0,0,0,0,1,0,0,0
266553,2,0,0,0,0,1,0,2,0,0,2,1
105369145,3,0,0,0,0,1,0,1,1,0,1,8
7020,6,0,0,3,0,0,0,4,0,0,1,0
100130275,0,0,0,0,0,0,0,0,0,0,0,0
221718,2,2,0,0,5,4,0,0,4,2,0,2
100846998,0,0,0,0,0,0,0,0,0,0,0,0
2651,26,1,25,2,3,200,0,2,2,4,224,96
347744,13,67,53,28,6,1,32,0,125,1,0,77
55003,653,1066,804,878,1939,1257,1404,1967,1975,3031,1015,1843
51522,1256,1179,892,2146,2281,2152,1564,2156,1886,1121,1667,1039
81853,5340,2055,3836,4965,4990,5683,3006,3798,4970,6392,4095,2696
4117,162,76,253,286,141,271,292,163,317,306,171,237
9247,0,3,1,1,0,1,3,0,1,1,1,1
221711,7,0,1,0,1,3,0,1,0,0,4,0
101928191,0,2,1,0,0,0,0,1,2,0,0,0
54898,10,4,1,4,0,2,1,2,2,0,1,3
100506409,0,2,1,3,1,4,0,2,0,1,2,2
221710,15,346,221,383,552,557,292,326,666,730,674,88
405754,0,0,2,2,1,2,19,0,5,2,1,1
4739,3487,717,1849,2475,4409,3363,2309,1557,3257,3026,3670,317
100113407,9,23,20,20,368,4,6,12,99,7,15,14
84830,1652,387,47,3098,0,90,16,1361,3,4444,0,255
101928253,1,0,0,0,0,0,0,0,0,0,1,1
3096,728,805,575,2431,582,1641,505,790,535,3125,228,826
1906,0,0,0,18,2,3,0,0,4,0,2,0
221692,56,3,1,0,1,3,96,4,10,48,2,5
100130357,0,1,1,4,1,0,0,0,35,1,0,1
51256,589,140,443,407,320,143,164,322,288,383,312,57
54438,141,167,134,45,13,22,66,120,370,119,16,61
23408,357,112,72,76,86,164,322,11,378,467,211,134
51406,5647,3606,3142,7199,4899,5860,5193,5192,6019,10778,4904,3790
10048,881,808,788,1085,1456,1426,1168,307,524,1311,811,701
63933,415,264,272,213,438,304,454,124,554,354,242,263
221687,5,0,3,0,1,4,4,1,3,6,1,1
9308,3437,2025,4844,3904,5661,6926,6589,2097,15323,4659,10388,2884
102216342,0,0,0,2,3,0,0,0,4,1,0,0
3720,1267,279,854,705,718,1408,602,717,889,1481,865,568
100506681,108,9,32,4,21,0,56,2,80,64,0,11
84062,483,52,72,313,208,363,147,375,1496,391,101,255
101928406,0,0,0,0,0,2,1,0,0,0,1,2
29116,2505,1663,2181,1982,4043,2781,4253,1567,5154,3764,3792,1609
100616269,5,12,0,0,4,22,0,0,0,0,3,0
2766,1,0,0,0,0,94,0,0,0,0,51,27
6310,1058,616,412,744,1260,1170,726,693,1944,1123,706,1090
101928433,260,197,520,305,310,311,212,245,392,330,928,101
